id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3775300030,20141231T000000,333500.0,3.0,1.75,1220.0,9732.0,1.0,0,0,3,7,1220,0,1965,0,98011,47.7736,-122.214,1630,10007
2525300030,20150222T000000,232000.0,3.0,1.0,1400.0,,1.0,0,0,4,6,1400,0,1976,0,98038,47.361999999999995,-122.029,1230,10209
1324059104,20150421T000000,691100.0,3.0,2.75,2360.0,16117.0,1.0,0,0,4,8,1710,650,1983,0,98006,47.5698,-122.12100000000001,2120,16117
2287000030,20141014T000000,811000.0,3.0,1.75,1870.0,9897.0,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005
7702010030,20140520T000000,551000.0,3.0,2.5,,5802.0,2.0,0,0,3,9,2830,0,2001,0,98028,47.7605,-122.234,2500,5788
1529200340,20150108T000000,496500.0,3.0,2.5,2260.0,3640.0,2.0,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.15700000000001,2350,3710
2122039094,20141126T000000,705000.0,3.0,3.0,1970.0,,2.0,1,3,4,9,1770,200,1980,0,98070,47.3844,-122.43799999999999,2280,75396
1742800030,20140612T000000,578000.0,,2.5,3140.0,9225.0,1.0,0,2,5,9,1770,1370,1966,0,98055,47.4904,-122.226,2460,9600
1796360350,20150128T000000,255000.0,3.0,1.75,1240.0,8659.0,1.0,0,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223
6154500070,20140626T000000,1050000.0,,3.5,3450.0,,2.0,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.12299999999999,3220,8567
1843100340,20150305T000000,348000.0,3.0,2.25,2570.0,8491.0,2.0,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049
8944290160,20141104T000000,230000.0,3.0,,1510.0,3413.0,2.0,0,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777
4166600473,20141209T000000,359500.0,4.0,2.25,2390.0,11250.0,2.0,0,0,3,9,2390,0,1988,0,98023,47.3305,-122.37100000000001,2480,11250
7282300125,20141112T000000,330000.0,3.0,1.0,980.0,7000.0,1.0,0,0,3,6,980,0,1953,0,98133,47.7617,-122.35700000000001,1220,7000
8658300340,20140523T000000,80000.0,1.0,0.75,430.0,5050.0,1.0,0,0,2,4,430,0,1912,0,98014,47.6499,-121.90899999999999,1200,7500
2419600075,20141201T000000,465000.0,3.0,1.75,1480.0,6360.0,1.0,0,0,3,7,1480,0,1954,0,98133,47.7311,-122.353,1480,6360
2621760350,20141015T000000,325000.0,4.0,2.5,1850.0,7324.0,2.0,0,0,3,8,1850,0,1997,0,98042,47.3701,-122.10700000000001,2100,7329
1723049270,20150107T000000,340500.0,3.0,2.0,2270.0,28025.0,1.0,0,0,4,7,1920,350,1947,0,98168,47.4857,-122.318,1770,14833
4123840310,20150106T000000,342500.0,3.0,2.5,,5192.0,2.0,0,0,3,8,1810,0,1993,0,98038,47.3724,-122.042,1810,6200
2172000075,20140623T000000,290900.0,2.0,2.0,1610.0,17600.0,2.0,0,0,3,6,1610,0,1930,1983,98178,47.4855,-122.266,1310,12950
8651611170,20150213T000000,868700.0,3.0,4.25,3840.0,6161.0,2.0,0,0,3,10,3840,0,2000,0,98074,47.6336,-122.064,3230,7709
8820902200,20141113T000000,1199000.0,4.0,2.75,4110.0,,2.0,0,1,3,9,3130,980,1928,2013,98125,47.717,-122.281,2820,8400
8651610890,20141014T000000,1150000.0,4.0,3.25,4190.0,10259.0,2.0,0,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919
1853080570,20140811T000000,859900.0,4.0,2.75,3390.0,6298.0,2.0,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.06200000000001,3390,7111
3629920030,20140808T000000,520000.0,4.0,2.25,1890.0,3006.0,2.0,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.99799999999999,1580,3000
1604602050,20140711T000000,460000.0,3.0,2.5,1610.0,2527.0,2.0,0,2,3,9,1080,530,2005,0,98118,47.5674,-122.29,1610,4173
6844700810,20140901T000000,438924.0,3.0,1.5,1050.0,4590.0,1.0,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400
66000070,20150406T000000,315000.0,2.0,,630.0,6550.0,1.0,0,0,3,5,630,0,1918,0,98126,47.5486,-122.38,1420,6550
6665800030,20140718T000000,590000.0,4.0,,2910.0,,1.0,0,2,3,8,1780,1130,1975,0,98033,47.6658,-122.18799999999999,2920,10988
2205700350,20141104T000000,378500.0,4.0,1.75,1700.0,8640.0,1.0,0,0,3,7,850,850,1955,0,98006,47.5772,-122.15299999999999,1620,9000
5466000030,20140603T000000,328500.0,3.0,2.5,1950.0,8130.0,2.0,0,0,4,9,1950,0,1990,0,98042,47.3875,-122.161,2350,7691
6189200125,20150325T000000,849950.0,3.0,3.0,2990.0,9773.0,2.0,0,0,4,8,2990,0,1973,0,98005,47.6344,-122.17399999999999,2230,11553
9169600135,20141027T000000,525000.0,,1.5,1350.0,6000.0,1.0,0,2,3,7,900,450,1950,0,98136,47.5275,-122.391,1730,6012
2625069070,20150410T000000,1385000.0,4.0,3.25,4860.0,181319.0,2.5,0,0,3,9,4860,0,1993,0,98074,47.6179,-122.005,3850,181319
8732131090,20150428T000000,295000.0,4.0,2.5,2160.0,7725.0,1.0,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.37799999999999,2060,8250
9286000240,20140711T000000,1067000.0,6.0,3.5,4860.0,11793.0,2.0,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793
1895000260,20140721T000000,207950.0,2.0,2.0,890.0,5000.0,1.0,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000
8691370400,20141216T000000,699900.0,4.0,2.75,2810.0,7302.0,2.0,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302
5423010350,20150210T000000,1280000.0,5.0,2.5,3400.0,9500.0,2.0,0,1,4,8,3400,0,1977,0,98027,47.5645,-122.08200000000001,3080,11081
8562501040,20141120T000000,452000.0,4.0,1.5,1580.0,7350.0,1.0,0,0,4,7,960,620,1963,0,98052,47.6734,-122.154,1560,7350
2475200140,20150205T000000,370000.0,3.0,2.0,1680.0,5036.0,1.0,0,1,4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,4921
7942100310,20150127T000000,232000.0,3.0,1.75,1300.0,11230.0,1.0,0,0,5,7,1300,0,1968,0,98042,47.3811,-122.087,1300,10794
3760000030,20141030T000000,669950.0,5.0,2.5,2820.0,14062.0,2.0,0,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392
1727500340,20140614T000000,397500.0,3.0,2.0,1510.0,,1.0,0,0,3,7,1070,440,1972,0,98034,47.7193,-122.21600000000001,1660,6600
9828702519,20140512T000000,490000.0,2.0,2.5,1230.0,1391.0,2.0,0,0,3,8,870,360,2004,0,98112,47.6192,-122.301,1240,1350
4432600075,20150128T000000,725000.0,4.0,2.0,2110.0,4140.0,2.0,0,0,3,9,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420
7806300030,20140917T000000,299000.0,3.0,2.75,3080.0,19635.0,1.0,0,2,4,7,1610,1470,1958,0,98032,47.3841,-122.28399999999999,2424,12410
9274202270,20140818T000000,625000.0,2.0,1.5,1490.0,,1.5,0,0,4,7,1190,300,1900,0,98116,47.5872,-122.39,1590,4025
7852030960,20141106T000000,437500.0,3.0,2.5,2120.0,4500.0,2.0,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816
7852170140,20150510T000000,650000.0,,2.5,3180.0,5438.0,2.0,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.86399999999999,3030,5335
7518503335,20140519T000000,475000.0,2.0,1.0,1490.0,3825.0,1.0,0,0,3,7,860,630,1929,0,98117,47.6799,-122.381,1460,3825
5467900070,20140502T000000,342000.0,3.0,2.0,1930.0,11947.0,1.0,0,0,4,8,1930,0,1966,0,98042,47.3672,-122.15100000000001,2200,12825
1245002952,20141015T000000,1197350.0,4.0,2.5,2770.0,7800.0,2.0,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000
8906200070,20150210T000000,280000.0,3.0,1.5,1670.0,11610.0,1.0,0,0,4,7,1670,0,1963,0,98055,47.4404,-122.191,1930,10200
5379805885,20140521T000000,240000.0,2.0,1.75,1330.0,7200.0,1.0,0,0,3,7,1330,0,1993,0,98188,47.4467,-122.281,1450,11682
2769600560,20140527T000000,529000.0,3.0,,1210.0,3328.0,1.5,0,0,4,7,1210,0,1924,0,98107,47.6729,-122.363,1640,3333
9238901420,20150202T000000,442000.0,3.0,1.0,1190.0,5100.0,1.0,0,0,4,7,1030,160,1941,0,98136,47.5346,-122.385,1690,5100
5113400431,20140508T000000,615000.0,2.0,1.0,1540.0,6872.0,1.0,0,0,4,7,820,720,1946,0,98119,47.6454,-122.37299999999999,1420,5538
3885805665,20140612T000000,1485000.0,4.0,3.75,4030.0,10800.0,2.0,0,0,3,10,4030,0,2006,0,98033,47.6821,-122.196,2160,7200
8121200810,20150505T000000,585000.0,4.0,1.75,2430.0,7559.0,1.0,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750
5126310400,20150305T000000,480000.0,4.0,2.5,2600.0,7787.0,2.0,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787
7322910030,20140721T000000,1095000.0,5.0,3.5,4410.0,57063.0,2.0,0,0,4,9,4410,0,1990,0,98053,47.6554,-122.01799999999999,2900,50529
2827100070,20141105T000000,290000.0,4.0,1.0,1330.0,8184.0,1.5,0,0,3,7,1330,0,1949,0,98133,47.7343,-122.34700000000001,1220,660
9276201895,20140820T000000,615000.0,,1.75,1900.0,5000.0,1.0,0,0,5,7,950,950,1951,0,98116,47.5789,-122.39299999999999,1770,5000
4402700070,20150311T000000,300000.0,2.0,1.0,1100.0,7680.0,1.0,0,0,4,7,1100,0,1950,0,98133,47.7439,-122.339,1460,7680
1922059046,20141029T000000,308000.0,3.0,1.0,1980.0,,1.5,0,0,3,6,1580,400,1932,0,98030,47.3818,-122.225,1860,11811
925059288,20150507T000000,750000.0,3.0,2.5,2400.0,7745.0,2.0,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.17299999999999,2080,8615
4386700135,20141114T000000,2250000.0,4.0,,4760.0,8036.0,2.5,0,0,5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323
1923069078,20140805T000000,890000.0,4.0,3.25,3180.0,194278.0,2.0,0,0,3,10,3180,0,2005,0,98059,47.4711,-122.084,2200,178160
1432400335,20150325T000000,288000.0,3.0,1.0,1190.0,,1.0,0,0,5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560
1180003090,20140906T000000,190000.0,2.0,1.0,,6000.0,1.0,0,0,3,6,630,0,1943,2005,98178,47.4973,-122.221,1470,6840
726049331,20150326T000000,515000.0,5.0,3.0,2530.0,5105.0,1.0,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.34100000000001,2290,4011
3340401555,20141105T000000,235000.0,4.0,1.5,1690.0,11054.0,1.0,0,0,4,5,1690,0,1930,0,98055,47.4667,-122.215,1690,9040
7453000070,20140818T000000,275000.0,2.0,1.0,940.0,5000.0,1.0,0,0,3,6,940,0,1951,0,98126,47.5186,-122.374,940,5000
4348800030,20141121T000000,727500.0,2.0,2.0,1240.0,9119.0,1.0,0,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121
7202331420,20140620T000000,650000.0,4.0,2.5,3040.0,6587.0,2.0,0,0,3,7,3040,0,2003,0,98053,47.683,-122.039,2740,6587
3225079035,20140618T000000,1600000.0,,5.0,6050.0,230652.0,2.0,0,3,3,11,6050,0,2001,0,98024,47.6033,-121.943,4210,233971
6381500700,20141105T000000,365000.0,4.0,1.0,1590.0,7085.0,1.5,0,0,3,6,1590,0,1944,0,98125,47.7315,-122.305,1320,7085
339500160,20141008T000000,662000.0,3.0,1.75,2500.0,36947.0,1.0,0,0,3,9,2500,0,1984,0,98052,47.6917,-122.084,2590,28837
1545807610,20150429T000000,270500.0,3.0,2.5,1780.0,7848.0,1.0,0,0,3,7,1320,460,1978,0,98038,47.3608,-122.056,1680,7848
1843200240,20150505T000000,200000.0,2.0,1.5,1360.0,1898.0,2.0,0,0,3,7,1360,0,1978,0,98092,47.2852,-122.19,1360,1898
4403600270,20150224T000000,970000.0,4.0,3.25,4740.0,76230.0,2.0,0,0,3,10,4740,0,1987,0,98075,47.5931,-122.071,3340,49206
2008200060,20140624T000000,160000.0,3.0,1.5,1010.0,9600.0,1.0,0,0,4,7,1010,0,1962,0,98198,47.4097,-122.316,1400,9660
1521069070,20150218T000000,204000.0,3.0,1.0,,7405.0,1.0,0,0,4,6,1040,0,1971,0,98010,47.3105,-122.021,1580,7405
2459500310,20150218T000000,358000.0,3.0,2.25,1610.0,6655.0,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529
6204420070,20150501T000000,452000.0,4.0,1.75,1570.0,8268.0,1.0,0,0,3,7,1570,0,1979,0,98011,47.7373,-122.197,1870,8190
5694500105,20141204T000000,595000.0,2.0,2.0,1510.0,4000.0,1.0,0,0,4,7,1010,500,1900,0,98103,47.6582,-122.345,1920,4000
5466410030,20150410T000000,249000.0,3.0,2.0,1360.0,6082.0,1.0,0,0,3,7,1360,0,1994,0,98042,47.3577,-122.16,1360,6987
9485740340,20150310T000000,346900.0,4.0,2.5,1970.0,5106.0,2.0,0,0,3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109
622049114,20150218T000000,2125000.0,3.0,2.5,5403.0,24069.0,2.0,1,4,4,12,5403,0,1976,0,98166,47.4169,-122.348,3980,104374
2270000070,20141030T000000,280000.0,4.0,2.5,1560.0,4350.0,2.0,0,0,3,7,1560,0,2003,0,98056,47.5025,-122.186,1560,4350
1310900260,20141013T000000,318888.0,4.0,1.75,2320.0,12000.0,1.0,0,0,4,8,2270,50,1973,0,98032,47.3644,-122.28,2120,9880
224069094,20140911T000000,530000.0,3.0,2.25,2120.0,40518.0,1.0,0,0,3,8,2120,0,1967,0,98075,47.5896,-122.009,2480,13492
7800800160,20141121T000000,375000.0,3.0,2.25,2120.0,18500.0,2.0,0,0,4,8,2120,0,1983,0,98031,47.3914,-122.169,2120,14479
2944000240,20150422T000000,910000.0,4.0,,3350.0,29242.0,2.0,0,0,3,11,3350,0,1988,0,98052,47.7197,-122.131,3920,24728
4139400710,20140523T000000,782000.0,4.0,2.5,2380.0,9614.0,2.0,0,0,4,10,2380,0,1991,0,98006,47.5623,-122.116,2560,9770
7899800860,20150319T000000,259950.0,2.0,2.0,1070.0,649.0,2.0,0,0,3,9,720,350,2008,0,98106,47.5213,-122.35700000000001,1070,928
2473420140,20140923T000000,315000.0,4.0,2.75,2300.0,18360.0,1.0,0,0,4,7,1560,740,1979,0,98058,47.4518,-122.16,1870,9588
5000500055,20140528T000000,215000.0,2.0,1.0,1320.0,8865.0,1.0,0,0,4,6,1320,0,1943,0,98168,47.4949,-122.3,1190,6490
4099500935,20140723T000000,705000.0,3.0,1.75,2180.0,10221.0,1.0,0,2,4,7,1140,1040,1946,0,98040,47.5885,-122.24799999999999,2180,8535
1373800295,20141013T000000,1450000.0,3.0,3.0,4380.0,6320.0,2.0,0,3,5,10,3580,800,1952,0,98199,47.6452,-122.411,3080,7680
4025300135,20150508T000000,451000.0,3.0,1.75,1790.0,9813.0,2.0,0,0,3,7,1790,0,1949,0,98155,47.748999999999995,-122.305,1520,10125
3294700310,20140902T000000,261000.0,2.0,1.0,750.0,,1.0,0,0,4,6,750,0,1943,0,98055,47.4727,-122.198,1340,8750
8718500075,20141117T000000,396000.0,3.0,1.5,1300.0,8280.0,1.0,0,0,5,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692
4309710240,20140722T000000,725000.0,4.0,2.5,2990.0,29170.0,2.0,0,3,3,9,2990,0,1999,0,98059,47.5146,-122.117,3715,29170
5486800070,20140620T000000,1950000.0,7.0,3.5,4640.0,15235.0,2.0,0,1,3,11,2860,1780,1965,2003,98040,47.5666,-122.23100000000001,3230,20697
236400320,20140715T000000,238000.0,4.0,,1400.0,7242.0,1.5,0,0,3,7,1400,0,1959,0,98188,47.4339,-122.291,1310,7314
4376700570,20150427T000000,750000.0,6.0,1.75,2750.0,9563.0,2.0,0,0,4,8,2750,0,1973,0,98052,47.6368,-122.09700000000001,2040,9563
8648100200,20141027T000000,331500.0,4.0,2.5,2050.0,10271.0,2.0,0,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103
3624079046,20141028T000000,460000.0,4.0,3.0,2230.0,108900.0,1.0,0,0,3,7,1410,820,1978,0,98065,47.52,-121.845,1960,65340
1921069084,20140707T000000,404950.0,4.0,2.25,2340.0,217014.0,1.0,0,0,4,8,2340,0,1982,0,98092,47.2953,-122.083,2340,107898
6431500140,20141217T000000,880000.0,3.0,2.5,2870.0,5163.0,2.0,0,0,3,9,2870,0,2014,0,98103,47.6935,-122.352,1630,7995
2725069050,20140613T000000,863000.0,4.0,2.5,4120.0,22370.0,2.0,0,0,3,10,4120,0,1997,0,98074,47.6239,-122.023,3180,7257
5307100060,20141216T000000,638700.0,3.0,1.75,2080.0,9162.0,1.0,0,0,3,7,1370,710,1960,0,98005,47.5846,-122.16799999999999,1870,8944
7203102050,20140728T000000,435000.0,3.0,2.5,1840.0,5680.0,2.0,0,0,3,7,1840,0,2008,0,98053,47.6969,-122.02600000000001,1600,4697
561000075,20141231T000000,260000.0,3.0,1.0,1180.0,5350.0,1.5,0,0,4,6,1180,0,1959,0,98178,47.505,-122.259,1490,5350
2436701180,20140814T000000,671500.0,5.0,2.75,2160.0,4000.0,1.5,0,0,5,7,1530,630,1927,0,98105,47.667,-122.289,2040,4000
809002765,20141022T000000,610000.0,3.0,1.0,1180.0,3400.0,1.5,0,0,3,8,1180,0,1907,0,98109,47.6376,-122.353,1440,3400
4045500710,20141218T000000,405000.0,2.0,0.75,1160.0,15029.0,1.0,0,0,4,6,870,290,1937,0,98014,47.6929,-121.87,1870,25346
5104510270,20140718T000000,338900.0,4.0,,1830.0,5612.0,2.0,0,0,3,7,1830,0,2003,0,98038,47.3572,-122.015,1830,5998
98020350,20150123T000000,720000.0,4.0,4.0,3200.0,7708.0,2.0,0,0,3,10,3200,0,2004,0,98075,47.5816,-121.97,3480,7944
1714900060,20150424T000000,442000.0,5.0,3.0,2560.0,5445.0,1.5,0,0,4,7,1760,800,1927,0,98108,47.5502,-122.311,1080,5445
1189000030,20140603T000000,650000.0,5.0,2.75,2550.0,5040.0,1.5,0,0,5,8,2550,0,1902,0,98122,47.6136,-122.29899999999999,1590,3840
2473360060,20150102T000000,263500.0,3.0,1.75,1330.0,9917.0,1.0,0,0,3,7,1040,290,1981,0,98058,47.4478,-122.161,1330,9081
222069082,20141217T000000,300000.0,2.0,1.0,1220.0,75794.0,1.0,0,0,4,7,1220,0,1963,0,98038,47.4219,-122.007,2010,98010
8669160310,20141209T000000,266000.0,3.0,2.5,1805.0,3402.0,2.0,0,0,3,7,1805,0,2009,0,98002,47.3521,-122.212,2095,3402
1526069135,20141211T000000,930000.0,4.0,4.0,6050.0,84942.0,2.5,0,2,3,9,4150,1900,2009,0,98077,47.7466,-122.029,2700,199504
1088650310,20150127T000000,530000.0,4.0,2.5,2320.0,5493.0,2.0,0,0,3,8,2320,0,2004,0,98028,47.7727,-122.229,2450,5471
8945200860,20141211T000000,180000.0,3.0,1.0,1384.0,8960.0,1.0,0,0,4,6,1384,0,1965,0,98023,47.3062,-122.37100000000001,1000,8470
7853240200,20140516T000000,619000.0,3.0,2.5,2720.0,6439.0,2.0,0,0,3,9,2720,0,2005,0,98065,47.5422,-121.86,3180,7320
7511800070,20140821T000000,264000.0,3.0,1.5,1820.0,10608.0,1.0,0,0,4,7,1820,0,1962,0,98003,47.3366,-122.306,1380,8976
2998800125,20140701T000000,730000.0,2.0,2.25,,4920.0,1.5,0,4,4,7,1530,600,1941,0,98116,47.573,-122.40899999999999,2130,4920
3876300310,20141022T000000,439000.0,4.0,2.25,2060.0,10070.0,2.0,0,0,3,7,2060,0,1975,0,98034,47.7258,-122.177,2060,8155
5419800510,20141117T000000,268500.0,4.0,1.75,1420.0,7500.0,1.0,0,0,4,7,1080,340,1981,0,98031,47.4025,-122.176,1500,7260
192460060,20140715T000000,330000.0,3.0,1.75,1510.0,15744.0,1.0,0,0,3,7,1510,0,1985,0,98045,47.476000000000006,-121.755,1470,15744
7942601895,20140819T000000,640000.0,3.0,2.5,2160.0,4000.0,1.5,0,0,3,8,1960,200,1903,2013,98122,47.6045,-122.307,2160,5120
7504010570,20140708T000000,900000.0,3.0,2.5,3180.0,12600.0,2.0,0,0,4,11,3180,0,1978,0,98074,47.6366,-122.05799999999999,3030,12835
1442740140,20140930T000000,370000.0,3.0,2.25,2110.0,,2.0,0,0,4,8,2110,0,1985,0,98038,47.3725,-122.06,2470,14000
6909200575,20150314T000000,685000.0,3.0,2.0,2060.0,2900.0,1.5,0,0,5,8,1330,730,1931,0,98144,47.5897,-122.292,1910,3900
2525069041,20140904T000000,505000.0,3.0,1.5,,217800.0,1.0,0,0,3,7,1010,820,1981,0,98053,47.6277,-121.97200000000001,2450,165963
3620069036,20141021T000000,265000.0,3.0,1.75,1820.0,32666.0,1.0,0,0,4,7,1820,0,1966,0,98022,47.1803,-121.97399999999999,2050,43560
2781280390,20150324T000000,290000.0,3.0,2.5,1610.0,2937.0,2.0,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.18799999999999,1610,3049
9542830350,20140902T000000,296000.0,4.0,2.5,1780.0,3600.0,2.0,0,0,3,7,1780,0,2006,0,98038,47.3665,-122.01700000000001,2020,3802
1123049053,20150213T000000,360000.0,4.0,2.5,,9611.0,2.0,0,0,3,7,1840,0,1996,0,98178,47.4964,-122.251,1830,8505
8018600765,20140604T000000,240500.0,3.0,1.75,1460.0,10584.0,1.0,0,0,3,7,990,470,1997,0,98168,47.492,-122.31700000000001,1220,12012
3278600240,20140722T000000,372500.0,2.0,2.5,1400.0,2958.0,2.0,0,0,3,8,1400,0,2007,0,98126,47.5496,-122.37299999999999,1540,2385
7846200070,20141002T000000,595000.0,3.0,,3370.0,14402.0,2.0,0,2,3,9,3370,0,2004,0,98045,47.5008,-121.77600000000001,3330,9691
662310400,20141017T000000,515000.0,4.0,3.0,3590.0,,2.0,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.34100000000001,2860,7995
8651100140,20140805T000000,1220000.0,4.0,2.25,3200.0,15367.0,2.0,0,0,4,9,3200,0,1962,0,98040,47.5494,-122.21600000000001,3070,15263
8682250350,20141009T000000,507000.0,2.0,1.75,1670.0,6460.0,1.0,0,0,3,8,1670,0,2004,0,98053,47.7123,-122.027,2170,6254
3211230260,20150204T000000,399950.0,4.0,2.0,2420.0,31465.0,1.0,0,0,3,9,2420,0,1984,0,98092,47.3131,-122.115,2560,32186
4233400340,20140820T000000,185000.0,3.0,1.75,1430.0,10816.0,2.0,0,0,3,7,1430,0,1994,0,98010,47.3122,-121.99600000000001,1560,10816
7199350340,20140825T000000,460000.0,3.0,1.75,1440.0,7070.0,1.0,0,0,3,7,1440,0,1980,0,98052,47.6947,-122.125,1440,7210
3904901710,20150224T000000,435500.0,3.0,2.25,1450.0,4789.0,2.0,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.01799999999999,1560,4490
240000058,20150408T000000,469000.0,4.0,2.75,3550.0,13938.0,1.0,0,0,5,8,2100,1450,1966,0,98188,47.425,-122.28299999999999,2050,9000
6865200444,20140505T000000,531000.0,2.0,3.0,1270.0,1175.0,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800
9498200046,20150206T000000,443500.0,2.0,1.0,940.0,6804.0,1.0,0,0,3,7,940,0,1949,0,98177,47.7047,-122.37299999999999,1150,6930
1796380960,20141126T000000,223000.0,3.0,2.0,1670.0,6824.0,1.0,0,0,3,7,1300,370,1990,0,98042,47.3666,-122.084,1660,7586
5631500868,20150417T000000,590000.0,4.0,,3100.0,15842.0,2.0,0,0,3,8,2400,700,1996,0,98028,47.7466,-122.242,2200,19400
3126049411,20141209T000000,340000.0,2.0,2.5,1100.0,1760.0,3.0,0,0,3,7,1100,0,1997,0,98103,47.6972,-122.35,1200,1415
2321300390,20141105T000000,650000.0,3.0,2.0,1870.0,3388.0,1.0,0,0,4,8,1230,640,1925,0,98199,47.6372,-122.395,1780,4050
3905040800,20140925T000000,533600.0,3.0,2.5,1930.0,5080.0,2.0,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085
4379400260,20140610T000000,695000.0,3.0,2.75,2540.0,4694.0,2.0,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344
5115000160,20140617T000000,242000.0,3.0,1.75,1280.0,7524.0,1.5,0,0,4,7,1280,0,1988,0,98031,47.3961,-122.18799999999999,1500,7777
2826049234,20150114T000000,425000.0,3.0,2.25,1820.0,8814.0,1.0,0,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515
6600700030,20150506T000000,525000.0,3.0,2.25,1490.0,9414.0,2.0,0,0,3,7,1490,0,1981,0,98052,47.6844,-122.113,1290,10125
3904930240,20140922T000000,485000.0,3.0,2.5,1880.0,5502.0,2.0,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.01799999999999,2040,5411
9407110700,20150113T000000,175000.0,3.0,,1250.0,9775.0,1.0,0,0,3,7,1250,0,1971,0,98045,47.4474,-121.771,1390,9650
1682500160,20140619T000000,210000.0,3.0,2.0,1440.0,7210.0,1.0,0,0,3,8,1440,0,1983,0,98092,47.3128,-122.184,1700,7245
8078570390,20150415T000000,260000.0,3.0,2.5,1920.0,7415.0,2.0,0,0,3,7,1920,0,1989,0,98031,47.4022,-122.171,1930,7536
3010300240,20140623T000000,577000.0,3.0,2.5,2060.0,5750.0,1.0,0,0,3,7,1330,730,1976,0,98116,47.5671,-122.391,1920,5750
9500900135,20141021T000000,200000.0,3.0,1.5,1210.0,10588.0,1.0,0,0,4,7,1210,0,1958,0,98002,47.2876,-122.212,1408,10588
461001615,20150225T000000,605000.0,2.0,1.75,1760.0,5000.0,1.0,0,0,4,7,940,820,1927,0,98117,47.681999999999995,-122.37200000000001,1530,5000
6411600069,20140521T000000,325000.0,3.0,1.0,990.0,6750.0,1.0,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860
7812800565,20140814T000000,289500.0,3.0,1.0,960.0,6400.0,1.0,0,0,4,6,820,140,1944,0,98178,47.496,-122.23899999999999,1200,6600
7548300731,20140808T000000,559950.0,3.0,2.5,1660.0,1458.0,3.0,0,0,3,9,1660,0,2014,0,98144,47.5876,-122.309,1660,1784
8925100390,20150406T000000,1042500.0,3.0,1.75,,9375.0,1.0,0,1,4,8,1330,570,1941,0,98115,47.6821,-122.273,2760,9375
7010700292,20141009T000000,543500.0,3.0,2.25,1270.0,2790.0,1.0,0,0,3,7,990,280,1970,0,98199,47.6581,-122.396,1920,4000
9485951170,20140522T000000,480000.0,4.0,2.25,3250.0,,2.0,0,0,4,9,3250,0,1983,0,98042,47.3496,-122.094,3110,35982
5437820310,20140523T000000,218000.0,3.0,1.0,960.0,9633.0,1.0,0,0,5,6,960,0,1982,0,98022,47.1951,-122.001,1080,8610
582000135,20140622T000000,565000.0,2.0,1.75,1330.0,6000.0,1.0,0,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000
3204800370,20141212T000000,426700.0,3.0,1.75,2080.0,7700.0,1.0,0,0,5,7,1600,480,1968,0,98056,47.5375,-122.178,1680,7700
